Foreign Originating,Foreign Returning,Month,Month Number,U.S. Citizen Originating,U.S. Citizen Returning,Year,__source_file,__source_title
7,5,December,12,32,18,2021,albuquerque.csv,albuquerque
27,11,November,11,27,7,2021,albuquerque.csv,albuquerque
0,13,October,10,14,16,2021,albuquerque.csv,albuquerque
0,52,September,9,6,8,2021,albuquerque.csv,albuquerque
9,1,August,8,9,247,2021,albuquerque.csv,albuquerque
3,1,July,7,17,31,2021,albuquerque.csv,albuquerque
5,1,June,6,0,4,2021,albuquerque.csv,albuquerque
6,15,May,5,23,148,2021,albuquerque.csv,albuquerque
7,1,April,4,4,14,2021,albuquerque.csv,albuquerque
2,4,March,3,38,22,2021,albuquerque.csv,albuquerque
19,7,February,2,13,30,2021,albuquerque.csv,albuquerque
22,48,January,1,17,7,2021,albuquerque.csv,albuquerque
0,0,December,12,10,19,2020,albuquerque.csv,albuquerque
2,1,November,11,6,17,2020,albuquerque.csv,albuquerque
0,1,October,10,16,12,2020,albuquerque.csv,albuquerque
0,6,September,9,3,13,2020,albuquerque.csv,albuquerque
0,6,August,8,8,15,2020,albuquerque.csv,albuquerque
1,7,July,7,1,12,2020,albuquerque.csv,albuquerque
1,3,June,6,6,6,2020,albuquerque.csv,albuquerque
0,0,May,5,0,7,2020,albuquerque.csv,albuquerque
0,0,April,4,0,5,2020,albuquerque.csv,albuquerque
6,15,March,3,12,34,2020,albuquerque.csv,albuquerque
11,13,February,2,8,18,2020,albuquerque.csv,albuquerque
9,3,January,1,28,9,2020,albuquerque.csv,albuquerque
10,18,December,12,26,18,2019,albuquerque.csv,albuquerque
8,1,November,11,12,13,2019,albuquerque.csv,albuquerque
6,16,October,10,24,18,2019,albuquerque.csv,albuquerque
12,33,September,9,8,22,2019,albuquerque.csv,albuquerque
10,13,August,8,15,22,2019,albuquerque.csv,albuquerque
3,0,July,7,15,8,2019,albuquerque.csv,albuquerque
97,114,June,6,153,399,2019,albuquerque.csv,albuquerque
80,65,May,5,89,189,2019,albuquerque.csv,albuquerque
94,71,April,4,72,57,2019,albuquerque.csv,albuquerque
73,51,March,3,126,96,2019,albuquerque.csv,albuquerque
97,77,February,2,135,103,2019,albuquerque.csv,albuquerque
164,176,January,1,144,350,2019,albuquerque.csv,albuquerque
0,0,June,6,18,0,2022,alexander_city.csv,alexander_city
67,435,August,8,692,124,2025,alexandria.csv,alexandria
85,645,July,7,421,44,2025,alexandria.csv,alexandria
51,262,June,6,50,39,2025,alexandria.csv,alexandria
61,0,May,5,186,31,2025,alexandria.csv,alexandria
67,0,April,4,0,20,2025,alexandria.csv,alexandria
82,0,March,3,0,2,2025,alexandria.csv,alexandria
15,0,February,2,223,26,2025,alexandria.csv,alexandria
0,0,December,12,14,0,2024,alexandria.csv,alexandria
0,193,September,9,197,44,2024,alexandria.csv,alexandria
0,209,August,8,256,53,2024,alexandria.csv,alexandria
0,0,July,7,470,50,2024,alexandria.csv,alexandria
0,180,June,6,255,45,2024,alexandria.csv,alexandria
0,185,May,5,258,48,2024,alexandria.csv,alexandria
0,0,April,4,700,76,2024,alexandria.csv,alexandria
16,17,March,3,3377,386,2024,alexandria.csv,alexandria
0,0,February,2,2891,351,2024,alexandria.csv,alexandria
0,0,January,1,20,0,2024,alexandria.csv,alexandria
0,0,December,12,12,0,2023,alexandria.csv,alexandria
0,0,November,11,13,0,2023,alexandria.csv,alexandria
0,0,August,8,30,0,2023,alexandria.csv,alexandria
0,415,June,6,38,0,2023,alexandria.csv,alexandria
0,91,May,5,16,0,2023,alexandria.csv,alexandria
0,0,April,4,125,0,2023,alexandria.csv,alexandria
0,4,May,5,0,0,2022,alexandria.csv,alexandria
0,0,December,12,4,0,2021,alexandria.csv,alexandria
0,0,September,9,2,0,2021,alexandria.csv,alexandria
0,0,August,8,8,0,2021,alexandria.csv,alexandria
26,456,March,3,1,0,2021,alexandria.csv,alexandria
434,206,February,2,0,1,2021,alexandria.csv,alexandria
0,0,January,1,108,37,2021,alexandria.csv,alexandria
0,0,December,12,113,42,2020,alexandria.csv,alexandria
0,0,September,9,0,83,2020,alexandria.csv,alexandria
0,0,August,8,270,83,2020,alexandria.csv,alexandria
0,0,July,7,159,56,2020,alexandria.csv,alexandria
0,0,June,6,314,111,2020,alexandria.csv,alexandria
0,0,May,5,340,130,2020,alexandria.csv,alexandria
0,0,March,3,33,32,2020,alexandria.csv,alexandria
0,0,February,2,16,15,2020,alexandria.csv,alexandria
0,0,January,1,33,31,2020,alexandria.csv,alexandria
0,1,December,12,302,134,2019,alexandria.csv,alexandria
0,0,November,11,15,16,2019,alexandria.csv,alexandria
0,0,October,10,30,45,2019,alexandria.csv,alexandria
0,1,September,9,16,16,2019,alexandria.csv,alexandria
0,0,August,8,86,0,2019,alexandria.csv,alexandria
0,0,July,7,63,51,2019,alexandria.csv,alexandria
0,0,June,6,67,0,2019,alexandria.csv,alexandria
0,0,May,5,50,18,2019,alexandria.csv,alexandria
0,0,April,4,118,48,2019,alexandria.csv,alexandria
0,0,January,1,46,0,2019,alexandria.csv,alexandria
0,8,June,6,0,0,2022,alice_town.csv,alice_town
0,18,December,12,1,0,2021,alice_town.csv,alice_town
13,12,August,8,14,14,2025,allentown.csv,allentown
6,7,July,7,34,58,2025,allentown.csv,allentown
546,5,June,6,39,52,2025,allentown.csv,allentown
10,7,May,5,31,22,2025,allentown.csv,allentown
15,20,April,4,14,7,2025,allentown.csv,allentown
4,3,March,3,25,35,2025,allentown.csv,allentown
1,8,February,2,22,5,2025,allentown.csv,allentown
1,1,January,1,40,37,2025,allentown.csv,allentown
7,5,December,12,21,1,2024,allentown.csv,allentown
3,3,November,11,16,17,2024,allentown.csv,allentown
0,1,October,10,21,19,2024,allentown.csv,allentown
19,22,September,9,36,9,2024,allentown.csv,allentown
2,1,August,8,13,18,2024,allentown.csv,allentown
5,2,July,7,43,26,2024,allentown.csv,allentown
10,13,June,6,55,16,2024,allentown.csv,allentown
2,1,May,5,26,14,2024,allentown.csv,allentown
3,5,April,4,22,9,2024,allentown.csv,allentown
147,269,March,3,43,23,2024,allentown.csv,allentown
129,4,February,2,17,22,2024,allentown.csv,allentown
10,13,January,1,32,5,2024,allentown.csv,allentown
5,2,December,12,30,6,2023,allentown.csv,allentown
12,1,November,11,39,11,2023,allentown.csv,allentown
112,112,October,10,58,38,2023,allentown.csv,allentown
5,4,September,9,31,11,2023,allentown.csv,allentown
4,8,August,8,53,19,2023,allentown.csv,allentown
4,8,July,7,48,22,2023,allentown.csv,allentown
17,21,June,6,104,28,2023,allentown.csv,allentown
3,2,May,5,27,5,2023,allentown.csv,allentown
4,1,April,4,27,15,2023,allentown.csv,allentown
2,1,March,3,15,23,2023,allentown.csv,allentown
4,5,February,2,30,7,2023,allentown.csv,allentown
0,3,January,1,13,10,2023,allentown.csv,allentown
15,1,December,12,49,25,2022,allentown.csv,allentown
13,3,November,11,58,44,2022,allentown.csv,allentown
0,1,October,10,28,4,2022,allentown.csv,allentown
7,5,September,9,34,21,2022,allentown.csv,allentown
5,9,August,8,22,2,2022,allentown.csv,allentown
7,15,July,7,54,61,2022,allentown.csv,allentown
4,13,June,6,46,19,2022,allentown.csv,allentown
1,1,May,5,31,17,2022,allentown.csv,allentown
13,3,April,4,38,22,2022,allentown.csv,allentown
12,9,March,3,34,21,2022,allentown.csv,allentown
2,9,February,2,4,43,2022,allentown.csv,allentown
1,4,January,1,3,1,2022,allentown.csv,allentown
3,8,December,12,16,5,2021,allentown.csv,allentown
4,0,November,11,32,10,2021,allentown.csv,allentown
6,7,October,10,28,14,2021,allentown.csv,allentown
6,3,September,9,46,26,2021,allentown.csv,allentown
5,3,August,8,28,6,2021,allentown.csv,allentown
2,0,July,7,8,2,2021,allentown.csv,allentown
1,0,June,6,0,0,2021,allentown.csv,allentown
2,3,May,5,27,9,2021,allentown.csv,allentown
0,1,April,4,20,22,2021,allentown.csv,allentown
0,4,March,3,17,9,2021,allentown.csv,allentown
0,2,February,2,13,0,2021,allentown.csv,allentown
0,3,January,1,8,0,2021,allentown.csv,allentown
3,1,December,12,5,8,2020,allentown.csv,allentown
3,3,November,11,5,0,2020,allentown.csv,allentown
3,5,October,10,12,5,2020,allentown.csv,allentown
0,1,September,9,4,2,2020,allentown.csv,allentown
0,0,August,8,17,0,2020,allentown.csv,allentown
1,3,June,6,0,7,2020,allentown.csv,allentown
5,4,March,3,12,8,2020,allentown.csv,allentown
3,2,February,2,22,17,2020,allentown.csv,allentown
6,12,January,1,51,14,2020,allentown.csv,allentown
19,14,December,12,26,11,2019,allentown.csv,allentown
1,3,November,11,16,13,2019,allentown.csv,allentown
16,10,October,10,47,17,2019,allentown.csv,allentown
13,10,September,9,61,17,2019,allentown.csv,allentown
1,5,August,8,33,4,2019,allentown.csv,allentown
7,11,July,7,203,36,2019,allentown.csv,allentown
22,2,June,6,20,15,2019,allentown.csv,allentown
10,14,May,5,48,34,2019,allentown.csv,allentown
22,9,April,4,27,21,2019,allentown.csv,allentown
18,16,March,3,57,52,2019,allentown.csv,allentown
1,1,February,2,24,21,2019,allentown.csv,allentown
13,10,January,1,26,9,2019,allentown.csv,allentown
0,2,July,7,1,0,2024,alliance.csv,alliance
0,3,July,7,5,0,2025,alpena.csv,alpena
0,0,June,6,5,0,2025,alpena.csv,alpena
0,0,March,3,3,0,2025,alpena.csv,alpena
0,5,August,8,0,0,2024,alpena.csv,alpena
0,9,July,7,0,0,2024,alpena.csv,alpena
0,1,October,10,0,0,2023,alpena.csv,alpena
0,4,September,9,0,0,2023,alpena.csv,alpena
0,1,August,8,7,0,2023,alpena.csv,alpena
0,3,February,2,0,0,2023,alpena.csv,alpena
0,0,January,1,6,0,2023,alpena.csv,alpena
0,0,October,10,0,6,2022,alpena.csv,alpena
0,8,September,9,0,8,2022,alpena.csv,alpena
0,1,August,8,4,0,2022,alpena.csv,alpena
2,2,July,7,8,0,2022,alpena.csv,alpena
0,0,May,5,18,0,2022,alpena.csv,alpena
0,2,April,4,0,0,2022,alpena.csv,alpena
0,1,November,11,0,0,2021,alpena.csv,alpena
0,32,August,8,3,0,2021,alpena.csv,alpena
0,1,July,7,0,0,2021,alpena.csv,alpena
0,0,March,3,4,0,2021,alpena.csv,alpena
0,6,January,1,1,0,2021,alpena.csv,alpena
0,2,December,12,0,0,2020,alpena.csv,alpena
0,1,October,10,0,0,2020,alpena.csv,alpena
0,8,August,8,2,0,2020,alpena.csv,alpena
1,3,March,3,0,0,2020,alpena.csv,alpena
0,0,October,10,2,0,2019,alpena.csv,alpena
4,3,September,9,4,0,2019,alpena.csv,alpena
0,2,August,8,6,0,2019,alpena.csv,alpena
1,0,July,7,4,2,2019,alpena.csv,alpena
0,12,May,5,0,0,2019,alpena.csv,alpena
0,0,February,2,1,0,2019,alpena.csv,alpena
0,0,January,1,4,0,2019,alpena.csv,alpena
0,1,April,4,0,0,2025,alton:st_louis.csv,alton:st_louis
0,4,November,11,0,0,2021,alton:st_louis.csv,alton:st_louis
0,5,August,8,0,0,2025,altonna.csv,altonna
0,0,August,8,5,0,2023,altonna.csv,altonna
0,10,February,2,1,0,2025,altus.csv,altus
0,4,June,6,0,0,2019,altus.csv,altus
0,3,January,1,1,0,2019,altus.csv,altus
0,4,August,8,17,12,2025,amarillo.csv,amarillo
14,15,July,7,13,23,2025,amarillo.csv,amarillo
6,12,June,6,8,0,2025,amarillo.csv,amarillo
0,6,May,5,20,28,2025,amarillo.csv,amarillo
23,12,April,4,20,22,2025,amarillo.csv,amarillo
29,24,March,3,19,8,2025,amarillo.csv,amarillo
19,8,February,2,28,12,2025,amarillo.csv,amarillo
26,20,January,1,14,11,2025,amarillo.csv,amarillo
20,10,December,12,42,22,2024,amarillo.csv,amarillo
10,0,November,11,12,13,2024,amarillo.csv,amarillo
7,0,October,10,6,16,2024,amarillo.csv,amarillo
0,0,September,9,10,9,2024,amarillo.csv,amarillo
15,3,August,8,11,2,2024,amarillo.csv,amarillo
0,10,July,7,2,5,2024,amarillo.csv,amarillo
5,6,June,6,0,157,2024,amarillo.csv,amarillo
4,4,May,5,0,0,2024,amarillo.csv,amarillo
0,4,April,4,8,12,2024,amarillo.csv,amarillo
29,17,March,3,40,8,2024,amarillo.csv,amarillo
5,21,February,2,4,0,2024,amarillo.csv,amarillo
24,8,January,1,15,15,2024,amarillo.csv,amarillo
1,3,December,12,37,22,2023,amarillo.csv,amarillo
10,3,November,11,17,13,2023,amarillo.csv,amarillo
14,11,October,10,15,4,2023,amarillo.csv,amarillo
6,6,September,9,0,0,2023,amarillo.csv,amarillo
0,19,August,8,11,10,2023,amarillo.csv,amarillo
0,0,July,7,16,9,2023,amarillo.csv,amarillo
0,0,June,6,23,2,2023,amarillo.csv,amarillo
6,13,May,5,6,10,2023,amarillo.csv,amarillo
16,14,April,4,2,8,2023,amarillo.csv,amarillo
8,10,March,3,23,20,2023,amarillo.csv,amarillo
2,2,February,2,29,10,2023,amarillo.csv,amarillo
8,9,January,1,24,15,2023,amarillo.csv,amarillo
5,5,December,12,56,17,2022,amarillo.csv,amarillo
1,0,November,11,18,17,2022,amarillo.csv,amarillo
5,16,October,10,2,0,2022,amarillo.csv,amarillo
0,0,September,9,9,0,2022,amarillo.csv,amarillo
0,3,August,8,29,8,2022,amarillo.csv,amarillo
0,0,July,7,17,14,2022,amarillo.csv,amarillo
0,2,June,6,15,0,2022,amarillo.csv,amarillo
0,0,May,5,9,16,2022,amarillo.csv,amarillo
14,19,April,4,9,4,2022,amarillo.csv,amarillo
9,7,March,3,11,0,2022,amarillo.csv,amarillo
2,8,February,2,22,0,2022,amarillo.csv,amarillo
5,6,January,1,20,0,2022,amarillo.csv,amarillo
7,5,December,12,7,4,2021,amarillo.csv,amarillo
0,6,November,11,19,0,2021,amarillo.csv,amarillo
0,1,October,10,14,6,2021,amarillo.csv,amarillo
0,3,September,9,7,0,2021,amarillo.csv,amarillo
4,3,August,8,43,9,2021,amarillo.csv,amarillo
8,0,July,7,5,9,2021,amarillo.csv,amarillo
0,0,June,6,13,0,2021,amarillo.csv,amarillo
5,24,May,5,8,3,2021,amarillo.csv,amarillo
0,134,April,4,5,0,2021,amarillo.csv,amarillo
50,483,March,3,32,6,2021,amarillo.csv,amarillo
112,324,February,2,31,27,2021,amarillo.csv,amarillo
14,15,January,1,15,19,2021,amarillo.csv,amarillo
4,3,December,12,8,15,2020,amarillo.csv,amarillo
0,0,November,11,1,0,2020,amarillo.csv,amarillo
2,2,October,10,6,8,2020,amarillo.csv,amarillo
11,1,September,9,3,1,2020,amarillo.csv,amarillo
0,1,August,8,0,0,2020,amarillo.csv,amarillo
0,10,July,7,0,0,2020,amarillo.csv,amarillo
0,0,June,6,11,0,2020,amarillo.csv,amarillo
0,7,March,3,9,11,2020,amarillo.csv,amarillo
0,0,February,2,4,2,2020,amarillo.csv,amarillo
0,1,January,1,11,10,2020,amarillo.csv,amarillo
0,0,December,12,9,0,2019,amarillo.csv,amarillo
0,6,November,11,22,11,2019,amarillo.csv,amarillo
0,9,October,10,17,0,2019,amarillo.csv,amarillo
5,4,September,9,14,18,2019,amarillo.csv,amarillo
1,5,August,8,27,16,2019,amarillo.csv,amarillo
1,2,July,7,32,21,2019,amarillo.csv,amarillo
1,2,June,6,18,18,2019,amarillo.csv,amarillo
0,0,May,5,15,11,2019,amarillo.csv,amarillo
7,7,April,4,21,9,2019,amarillo.csv,amarillo
0,2,March,3,36,13,2019,amarillo.csv,amarillo
8,17,February,2,2,8,2019,amarillo.csv,amarillo
0,0,January,1,21,22,2019,amarillo.csv,amarillo
0,0,January,1,2,0,2023,americus.csv,americus
0,0,May,5,4,0,2022,americus.csv,americus
0,1,May,5,0,0,2024,ames.csv,ames
0,0,February,2,0,5,2023,amsterdam.csv,amsterdam
0,1,August,8,5,7,2025,anacortes.csv,anacortes
1,0,July,7,2,8,2025,anacortes.csv,anacortes
0,2,June,6,6,3,2025,anacortes.csv,anacortes
0,0,May,5,1,1,2025,anacortes.csv,anacortes
0,0,April,4,0,5,2025,anacortes.csv,anacortes
4,0,October,10,0,1,2024,anacortes.csv,anacortes
1,1,September,9,0,2,2024,anacortes.csv,anacortes
0,1,August,8,6,4,2024,anacortes.csv,anacortes
3,4,July,7,6,7,2024,anacortes.csv,anacortes
3,15,June,6,7,6,2024,anacortes.csv,anacortes
5,1,May,5,5,4,2024,anacortes.csv,anacortes
0,0,April,4,1,0,2024,anacortes.csv,anacortes
0,1,March,3,2,4,2024,anacortes.csv,anacortes
0,0,February,2,1,0,2024,anacortes.csv,anacortes
0,0,January,1,2,0,2024,anacortes.csv,anacortes
0,0,September,9,4,6,2023,anacortes.csv,anacortes
2,8,August,8,6,7,2023,anacortes.csv,anacortes
0,0,July,7,4,17,2023,anacortes.csv,anacortes
1,0,June,6,1,5,2023,anacortes.csv,anacortes
1,1,May,5,4,5,2023,anacortes.csv,anacortes
0,0,April,4,1,1,2023,anacortes.csv,anacortes
0,0,March,3,0,2,2023,anacortes.csv,anacortes
1,0,January,1,0,2,2023,anacortes.csv,anacortes
1,1,December,12,1,0,2022,anacortes.csv,anacortes
0,0,October,10,0,2,2022,anacortes.csv,anacortes
1,0,September,9,1,12,2022,anacortes.csv,anacortes
0,0,August,8,1,2,2022,anacortes.csv,anacortes
5,1,July,7,8,8,2022,anacortes.csv,anacortes
4,0,June,6,0,1,2022,anacortes.csv,anacortes
2,0,May,5,2,11,2022,anacortes.csv,anacortes
0,0,April,4,2,0,2022,anacortes.csv,anacortes
0,0,March,3,0,2,2022,anacortes.csv,anacortes
0,0,November,11,0,1,2021,anacortes.csv,anacortes
0,0,October,10,10,0,2021,anacortes.csv,anacortes
1,0,September,9,0,1,2021,anacortes.csv,anacortes
0,0,August,8,0,3,2021,anacortes.csv,anacortes
0,0,October,10,0,1,2020,anacortes.csv,anacortes
1,0,August,8,0,0,2020,anacortes.csv,anacortes
0,0,April,4,0,4,2020,anacortes.csv,anacortes
0,0,February,2,1,0,2020,anacortes.csv,anacortes
2,0,October,10,0,1,2019,anacortes.csv,anacortes
0,0,September,9,0,4,2019,anacortes.csv,anacortes
5,10,August,8,4,10,2019,anacortes.csv,anacortes
0,0,July,7,6,0,2019,anacortes.csv,anacortes
1,1,June,6,8,12,2019,anacortes.csv,anacortes
0,0,May,5,2,2,2019,anacortes.csv,anacortes
0,1,April,4,0,6,2019,anacortes.csv,anacortes
0,0,March,3,6,0,2019,anacortes.csv,anacortes
0,0,February,2,8,4,2019,anacortes.csv,anacortes
0,0,January,1,3,4,2019,anacortes.csv,anacortes
7243,7615,August,8,2178,2465,2025,anchorage.csv,anchorage
7779,6675,July,7,2633,3229,2025,anchorage.csv,anchorage
5812,5122,June,6,2228,2696,2025,anchorage.csv,anchorage
2478,2152,May,5,1563,890,2025,anchorage.csv,anchorage
609,147,April,4,283,260,2025,anchorage.csv,anchorage
66,84,March,3,193,192,2025,anchorage.csv,anchorage
209,114,February,2,181,165,2025,anchorage.csv,anchorage
185,372,January,1,278,385,2025,anchorage.csv,anchorage
100,93,December,12,333,127,2024,anchorage.csv,anchorage
64,171,November,11,348,275,2024,anchorage.csv,anchorage
335,369,October,10,763,187,2024,anchorage.csv,anchorage
2716,4900,September,9,1633,1139,2024,anchorage.csv,anchorage
6860,6834,August,8,1847,2492,2024,anchorage.csv,anchorage
6936,6134,July,7,2442,2689,2024,anchorage.csv,anchorage
5472,4627,June,6,2777,2900,2024,anchorage.csv,anchorage
2268,1791,May,5,1939,758,2024,anchorage.csv,anchorage
82,117,April,4,626,301,2024,anchorage.csv,anchorage
2124,2105,March,3,418,156,2024,anchorage.csv,anchorage
351,487,February,2,625,613,2024,anchorage.csv,anchorage
70,73,January,1,588,649,2024,anchorage.csv,anchorage
97,162,December,12,290,448,2023,anchorage.csv,anchorage
58,116,November,11,573,303,2023,anchorage.csv,anchorage
109,64,October,10,453,363,2023,anchorage.csv,anchorage
3153,4399,September,9,1635,1812,2023,anchorage.csv,anchorage
7788,7735,August,8,2112,2830,2023,anchorage.csv,anchorage
8000,6637,July,7,2629,3680,2023,anchorage.csv,anchorage
5181,4644,June,6,2741,3494,2023,anchorage.csv,anchorage
2363,2133,May,5,1724,1149,2023,anchorage.csv,anchorage
155,184,April,4,596,468,2023,anchorage.csv,anchorage
88,103,March,3,664,511,2023,anchorage.csv,anchorage
91,278,February,2,774,704,2023,anchorage.csv,anchorage
47,336,January,1,1224,364,2023,anchorage.csv,anchorage
96,86,December,12,677,493,2022,anchorage.csv,anchorage
173,60,November,11,760,550,2022,anchorage.csv,anchorage
86,77,October,10,394,657,2022,anchorage.csv,anchorage
2057,4139,September,9,1397,1176,2022,anchorage.csv,anchorage
6505,7292,August,8,1955,2627,2022,anchorage.csv,anchorage
7058,5776,July,7,1837,2985,2022,anchorage.csv,anchorage
4424,3172,June,6,1257,2110,2022,anchorage.csv,anchorage
1328,849,May,5,521,483,2022,anchorage.csv,anchorage
41,32,April,4,106,63,2022,anchorage.csv,anchorage
43,24,March,3,193,183,2022,anchorage.csv,anchorage
87,19,February,2,144,122,2022,anchorage.csv,anchorage
55,23,January,1,239,240,2022,anchorage.csv,anchorage
100,43,December,12,126,409,2021,anchorage.csv,anchorage
83,33,November,11,26,80,2021,anchorage.csv,anchorage
399,33,October,10,30,58,2021,anchorage.csv,anchorage
83,238,September,9,35,289,2021,anchorage.csv,anchorage
162,315,August,8,171,192,2021,anchorage.csv,anchorage
68,548,July,7,147,390,2021,anchorage.csv,anchorage
107,315,June,6,28,423,2021,anchorage.csv,anchorage
38,87,May,5,10,81,2021,anchorage.csv,anchorage
41,67,April,4,71,50,2021,anchorage.csv,anchorage
149,164,March,3,27,54,2021,anchorage.csv,anchorage
36,45,February,2,18,45,2021,anchorage.csv,anchorage
35,51,January,1,93,70,2021,anchorage.csv,anchorage
20,34,December,12,48,134,2020,anchorage.csv,anchorage
42,28,November,11,45,117,2020,anchorage.csv,anchorage
66,59,October,10,29,67,2020,anchorage.csv,anchorage
54,58,September,9,33,72,2020,anchorage.csv,anchorage
38,407,August,8,15,38,2020,anchorage.csv,anchorage
38,797,July,7,187,189,2020,anchorage.csv,anchorage
796,223,June,6,125,76,2020,anchorage.csv,anchorage
76,603,May,5,124,54,2020,anchorage.csv,anchorage
113,133,April,4,70,577,2020,anchorage.csv,anchorage
31,181,March,3,62,67,2020,anchorage.csv,anchorage
89,265,February,2,134,78,2020,anchorage.csv,anchorage
71,244,January,1,266,342,2020,anchorage.csv,anchorage
84,53,December,12,184,107,2019,anchorage.csv,anchorage
106,226,November,11,265,211,2019,anchorage.csv,anchorage
117,315,October,10,375,159,2019,anchorage.csv,anchorage
3260,5192,September,9,1375,1449,2019,anchorage.csv,anchorage
9217,9438,August,8,1776,2376,2019,anchorage.csv,anchorage
9264,9287,July,7,2467,2683,2019,anchorage.csv,anchorage
7761,7650,June,6,2307,3245,2019,anchorage.csv,anchorage
3458,2737,May,5,1614,1044,2019,anchorage.csv,anchorage
219,110,April,4,184,322,2019,anchorage.csv,anchorage
79,87,March,3,277,162,2019,anchorage.csv,anchorage
322,581,February,2,150,174,2019,anchorage.csv,anchorage
72,295,January,1,412,137,2019,anchorage.csv,anchorage
0,0,May,5,0,2,2025,andersen.csv,andersen
5,0,October,10,0,1,2024,andersen.csv,andersen
0,0,April,4,0,5,2024,andersen.csv,andersen
0,0,July,7,0,2,2023,andersen.csv,andersen
0,0,June,6,9,9,2021,andersen.csv,andersen
0,0,March,3,7,15,2021,andersen.csv,andersen
0,0,October,10,3,6,2020,andersen.csv,andersen
0,0,October,10,2,0,2021,anderson.csv,anderson
0,0,March,3,4,0,2025,anegada.csv,anegada
